Thorlabs Shack-Hartmann Wavefront Sensor

Model                  ,       WFS150-7AR
Serial Number          ,       M00451204

Date MM-DD-YYYY        ,       06-28-2023
Time HH:MM:SS          ,       14:25:10


*** CAMERA ***
Camera Type            ,       Thorlabs DCU224M
Camera SN              ,       4103134643
Resolution X           ,       768
Resolution Y           ,       768
Exposure Time [ms]     ,      12.489
Master Gain            ,       4.102
Averages               ,       3
Average Type           ,       Normal


*** BEAM ***
Beam Center X [mm]     ,      -0.153
Beam Center Y [mm]     ,      -0.216
Beam Diameter X [mm]   ,       4.168
Beam Diameter Y [mm]   ,       3.957


*** PUPIL ***
Circular               ,       0
Use Beam Centroid      ,       1
Use Beam Dia           ,       0
Wavefront Calc In Pupil,       0
Pupil Diameter X [mm]  ,       4.150
Pupil Diameter Y [mm]  ,       4.150
Pupil Center X [mm]    ,      -0.153
Pupil Center Y [mm]    ,      -0.216


*** ZERNIKE FIT ***
Zernike Orders Auto    ,       0
Zernike Orders         ,       4
Zernike Modes          ,       15
Unit                   ,       µm
Index  Order  Frequency  Coefficient
   1,     0,     0,       27.225
   2,     1,    -1,       -3.000
   3,     1,     1,       -9.743
   4,     2,    -2,       -0.244
   5,     2,     0,      -11.167
   6,     2,     2,       -3.238
   7,     3,    -3,       -2.234
   8,     3,    -1,        1.740
   9,     3,     1,       -0.098
  10,     3,     3,        0.664
  11,     4,    -4,        0.156
  12,     4,    -2,       -0.326
  13,     4,     0,        0.120
  14,     4,     2,        0.137
  15,     4,     4,        0.009

Fit Error Mean [arcmin]  ,   2.470e-10
Fit Error StdDev [arcmin],   2.688e-03


*** RMS WAVEFRONT VARIATIONS ***
Unit                   ,       µm
Order  Variation
   0,     27.225
   1,     10.194
   2,     11.630
   3,      2.910
   4,      0.405


*** FOURIER NOTATION ***
Fourier Order          ,       2
Fourier M              ,      17.967
Fourier J0             ,       3.684
Fourier J45            ,       0.277


*** OPTOMETRIC NOTATION ***
Optometric Sphere [dpt],      21.661
Optometric Cyl. [dpt]  ,      -7.389
Optometric Axis [deg]  ,       2.153

Radius of Curvature[mm],      55.658


*** WAVEFRONT ***
Reference              ,       Internal Reference
Unit                   ,       µm
Wavelength [nm]        ,        633.000
Type                   ,       Difference
Calculation Area       ,       entire area
PV                     ,       4.829
RMS                    ,       0.929
RMS weighted           ,       0.997
Spots X                ,       21
Spots Y                ,       21
y / x [mm],    -1.500,    -1.350,    -1.200,    -1.050,    -0.900,    -0.750,    -0.600,    -0.450,    -0.300,    -0.150,     0.000,     0.150,     0.300,     0.450,     0.600,     0.750,     0.900,     1.050,     1.200,     1.350,     1.500,
     1.500,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,
     1.350,       NaN,    -0.728,    -0.995,    -1.156,    -1.217,    -1.184,    -1.059,    -0.854,    -0.592,    -0.328,    -0.139,    -0.023,     0.095,     0.157,     0.252,     0.355,     0.426,     0.450,       NaN,       NaN,       NaN,
